C; 7812; 1024; 151; 6.78146
C; 7812; 1024; 2681; 0.381947
C; 7812; 1024; 3; 341.333
C; 7812; 1024; 147; 6.96599
C; 7812; 1024; 524; 1.9542
C; 7812; 1024; 1; 1024
C; 7812; 1024; 501; 2.04391
C; 7812; 1024; 2; 512
C; 7812; 1024; 501; 2.04391
C; 7812; 1024; 2; 512
C; 7812; 1024; 501; 2.04391
C; 7812; 1024; 3; 341.333
C; 7812; 1024; 502; 2.03984
C; 7812; 1024; 3; 341.333
C; 7812; 1024; 164; 6.2439
C; 7812; 1024; 1; 1024
C; 7812; 1024; 2; 512
C; 7812; 1024; 4; 256
C; 7812; 1024; 5; 204.8
C; 7812; 1024; 107; 9.57009
C; 7812; 1024; 7; 146.286
C; 7812; 1024; 41; 24.9756
C; 7812; 1024; 3; 341.333
C; 7812; 1024; 494; 2.07287
C; 7812; 1024; 12; 85.3333
C; 7812; 1024; 522; 1.96169
C; 7812; 1024; 16; 64
C; 7812; 1024; 527; 1.94307
C; 7812; 1024; 14; 73.1429
C; 7812; 1024; 472; 2.16949
C; 7812; 1024; 5; 204.8
C; 7812; 1024; 39; 26.2564
C; 7812; 1024; 1; 1024
C; 7812; 1024; 2; 512
C; 7812; 1024; 3; 341.333
C; 7812; 1024; 460; 2.22609
C; 7812; 1024; 8; 128
C; 7812; 1024; 27; 37.9259
C; 7812; 1024; 5; 204.8
C; 7812; 1024; 14; 73.1429
C; 7812; 1024; 143; 7.16084
C; 7812; 1024; 13; 78.7692
C; 7812; 1024; 15; 68.2667
C; 7812; 1024; 61; 16.7869
C; 7812; 1024; 6; 170.667
C; 7812; 1024; 50; 20.48
C; 7812; 1024; 64; 16
C; 7812; 1024; 12; 85.3333
C; 7812; 1024; 15; 68.2667
C; 7812; 1024; 7; 146.286
C; 7812; 1024; 42; 24.381
C; 7812; 1024; 4; 256
C; 7812; 1024; 419; 2.44391
C; 7812; 1024; 6; 170.667
C; 7812; 1024; 49; 20.898
C; 7812; 1024; 477; 2.14675
C; 7812; 1024; 2; 512
C; 7812; 1024; 36; 28.4444
C; 7812; 1024; 6; 170.667
C; 7812; 1024; 7; 146.286
C; 7812; 1024; 473; 2.1649
C; 7812; 1024; 15; 68.2667
C; 7812; 1024; 7; 146.286
C; 7812; 1024; 51; 20.0784
C; 7812; 1024; 5; 204.8
C; 7812; 1024; 420; 2.4381
C; 7812; 1024; 7; 146.286
C; 7812; 1024; 16; 64
C; 7812; 1024; 2; 512
C; 7812; 1024; 19; 53.8947
C; 7812; 1024; 14; 73.1429
C; 7812; 1024; 17; 60.2353
C; 7812; 1024; 11; 93.0909
C; 7812; 1024; 4; 256
C; 7812; 1024; 48; 21.3333
C; 7812; 1024; 1; 1024
C; 7812; 1024; 399; 2.56642
C; 7812; 1024; 11; 93.0909
C; 7812; 1024; 5; 204.8
C; 7812; 1024; 48; 21.3333
C; 7812; 1024; 11; 93.0909
C; 7812; 1024; 14; 73.1429
C; 7812; 1024; 110; 9.30909
C; 7812; 1024; 61; 16.7869
C; 7812; 1024; 67; 15.2836
C; 7812; 1024; 15; 68.2667
C; 7812; 1024; 60; 17.0667
C; 7812; 1024; 16; 64
C; 7812; 1024; 1; 1024
C; 7812; 1024; 45; 22.7556
C; 7812; 1024; 16; 64
C; 7812; 1024; 18; 56.8889
C; 7812; 1024; 4; 256
C; 7812; 1024; 47; 21.7872
C; 7812; 1024; 18; 56.8889
C; 7812; 1024; 418; 2.44976
C; 7812; 1024; 15; 68.2667
C; 7812; 1024; 59; 17.3559
C; 7812; 1024; 480; 2.13333
C; 7812; 1024; 13; 78.7692
P; 7812; 1024; 0; 0
C; 7812; 10240; 3689; 2.77582
C; 7812; 10240; 2; 5120
C; 7812; 10240; 3490; 2.9341
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 533; 19.212
C; 7812; 10240; 3; 3413.33
C; 7812; 10240; 479; 21.3779
C; 7812; 10240; 4; 2560
C; 7812; 10240; 479; 21.3779
C; 7812; 10240; 4; 2560
C; 7812; 10240; 530; 19.3208
C; 7812; 10240; 8; 1280
C; 7812; 10240; 483; 21.2008
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 500; 20.48
C; 7812; 10240; 2; 5120
C; 7812; 10240; 553; 18.5172
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 659; 15.5387
C; 7812; 10240; 5; 2048
C; 7812; 10240; 641; 15.975
C; 7812; 10240; 1; 10240
C; 7812; 10240; 654; 15.6575
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 744; 13.7634
C; 7812; 10240; 3; 3413.33
C; 7812; 10240; 707; 14.4837
C; 7812; 10240; 5; 2048
C; 7812; 10240; 607; 16.8699
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 567; 18.06
C; 7812; 10240; 6; 1706.67
C; 7812; 10240; 667; 15.3523
C; 7812; 10240; 4; 2560
C; 7812; 10240; 606; 16.8977
C; 7812; 10240; 6; 1706.67
C; 7812; 10240; 858; 11.9347
C; 7812; 10240; 8; 1280
C; 7812; 10240; 678; 15.1032
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 668; 15.3293
C; 7812; 10240; 6; 1706.67
C; 7812; 10240; 726; 14.1047
C; 7812; 10240; 8; 1280
C; 7812; 10240; 518; 19.7683
C; 7812; 10240; 4; 2560
C; 7812; 10240; 656; 15.6098
C; 7812; 10240; 1; 10240
C; 7812; 10240; 613; 16.7047
C; 7812; 10240; 472; 21.6949
C; 7812; 10240; 5; 2048
C; 7812; 10240; 413; 24.7942
C; 7812; 10240; 8; 1280
C; 7812; 10240; 712; 14.382
C; 7812; 10240; 3; 3413.33
C; 7812; 10240; 681; 15.0367
C; 7812; 10240; 2; 5120
C; 7812; 10240; 681; 15.0367
C; 7812; 10240; 2; 5120
C; 7812; 10240; 486; 21.07
C; 7812; 10240; 3; 3413.33
C; 7812; 10240; 579; 17.6857
C; 7812; 10240; 2; 5120
C; 7812; 10240; 428; 23.9252
C; 7812; 10240; 653; 15.6815
C; 7812; 10240; 441; 23.22
C; 7812; 10240; 4; 2560
C; 7812; 10240; 649; 15.7781
C; 7812; 10240; 1; 10240
C; 7812; 10240; 613; 16.7047
C; 7812; 10240; 4; 2560
C; 7812; 10240; 641; 15.975
C; 7812; 10240; 9; 1137.78
C; 7812; 10240; 476; 21.5126
C; 7812; 10240; 9; 1137.78
C; 7812; 10240; 603; 16.9818
C; 7812; 10240; 3; 3413.33
C; 7812; 10240; 377; 27.1618
C; 7812; 10240; 522; 19.6169
C; 7812; 10240; 519; 19.7303
C; 7812; 10240; 5; 2048
C; 7812; 10240; 649; 15.7781
C; 7812; 10240; 3; 3413.33
C; 7812; 10240; 647; 15.8269
C; 7812; 10240; 7; 1462.86
C; 7812; 10240; 483; 21.2008
C; 7812; 10240; 186; 55.0538
C; 7812; 10240; 8; 1280
C; 7812; 10240; 323; 31.7028
C; 7812; 10240; 184; 55.6522
C; 7812; 10240; 5; 2048
C; 7812; 10240; 591; 17.3266
C; 7812; 10240; 6; 1706.67
C; 7812; 10240; 329; 31.1246
C; 7812; 10240; 521; 19.6545
C; 7812; 10240; 586; 17.4744
C; 7812; 10240; 9; 1137.78
C; 7812; 10240; 645; 15.876
C; 7812; 10240; 6; 1706.67
C; 7812; 10240; 718; 14.2618
P; 7812; 10240; 0; 0
C; 7812; 102400; 15923; 6.43095
C; 7812; 102400; 4; 25600
C; 7812; 102400; 4667; 21.9413
C; 7812; 102400; 4; 25600
C; 7812; 102400; 1056; 96.9697
C; 7812; 102400; 2; 51200
C; 7812; 102400; 5052; 20.2692
C; 7812; 102400; 18589; 5.50863
C; 7812; 102400; 5; 20480
C; 7812; 102400; 4752; 21.5488
C; 7812; 102400; 3; 34133.3
C; 7812; 102400; 1037; 98.7464
C; 7812; 102400; 7; 14628.6
C; 7812; 102400; 13748; 7.44836
C; 7812; 102400; 8; 12800
C; 7812; 102400; 5174; 19.7913
C; 7812; 102400; 3; 34133.3
C; 7812; 102400; 4856; 21.0873
C; 7812; 102400; 5; 20480
C; 7812; 102400; 19687; 5.2014
C; 7812; 102400; 8; 12800
C; 7812; 102400; 5038; 20.3255
C; 7812; 102400; 8; 12800
C; 7812; 102400; 4701; 21.7826
C; 7812; 102400; 7; 14628.6
C; 7812; 102400; 10365; 9.8794
C; 7812; 102400; 16040; 6.38404
C; 7812; 102400; 3; 34133.3
C; 7812; 102400; 4931; 20.7666
C; 7812; 102400; 2; 51200
C; 7812; 102400; 4771; 21.463
C; 7812; 102400; 6; 17066.7
C; 7812; 102400; 15441; 6.63169
C; 7812; 102400; 4303; 23.7974
C; 7812; 102400; 8; 12800
C; 7812; 102400; 940; 108.936
C; 7812; 102400; 4; 25600
C; 7812; 102400; 3919; 26.1291
C; 7812; 102400; 6; 17066.7
C; 7812; 102400; 10749; 9.52647
C; 7812; 102400; 15088; 6.78685
C; 7812; 102400; 4; 25600
C; 7812; 102400; 4393; 23.3098
C; 7812; 102400; 4; 25600
C; 7812; 102400; 987; 103.749
C; 7812; 102400; 4; 25600
C; 7812; 102400; 3800; 26.9474
C; 7812; 102400; 4; 25600
C; 7812; 102400; 4675; 21.9037
C; 7812; 102400; 4; 25600
C; 7812; 102400; 10376; 9.86893
C; 7812; 102400; 3; 34133.3
C; 7812; 102400; 4846; 21.1308
C; 7812; 102400; 4; 25600
C; 7812; 102400; 4716; 21.7133
C; 7812; 102400; 7; 14628.6
C; 7812; 102400; 4947; 20.6994
C; 7812; 102400; 10195; 10.0441
C; 7812; 102400; 10167; 10.0718
C; 7812; 102400; 5; 20480
C; 7812; 102400; 10486; 9.7654
C; 7812; 102400; 3; 34133.3
C; 7812; 102400; 10404; 9.84237
C; 7812; 102400; 8; 12800
C; 7812; 102400; 14924; 6.86143
C; 7812; 102400; 4; 25600
C; 7812; 102400; 5114; 20.0235
C; 7812; 102400; 6; 17066.7
C; 7812; 102400; 4841; 21.1527
