C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8504; 12041.4
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
C; 7812; 102400000; 8503; 12042.8
P; 7812; 102400000; 100; 1
