C; 15625; 102400; 1; 102400
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 5368; 19.076
C; 15625; 102400; 3385; 30.2511
C; 15625; 102400; 8; 12800
C; 15625; 102400; 1345; 76.1338
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 8168; 12.5367
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4005; 25.568
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 1269; 80.6935
C; 15625; 102400; 8; 12800
C; 15625; 102400; 3808; 26.8908
C; 15625; 102400; 4161; 24.6095
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 5082; 20.1495
C; 15625; 102400; 1571; 65.1814
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 8528; 12.0075
C; 15625; 102400; 8; 12800
C; 15625; 102400; 3989; 25.6706
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 1269; 80.6935
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3775; 27.1258
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4194; 24.4158
C; 15625; 102400; 8; 12800
C; 15625; 102400; 7857; 13.033
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4971; 20.5995
C; 15625; 102400; 8; 12800
C; 15625; 102400; 4832; 21.1921
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 10333; 9.91
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 10210; 10.0294
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4339; 23.5999
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 1152; 88.8889
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3675; 27.8639
C; 15625; 102400; 8; 12800
C; 15625; 102400; 4648; 22.031
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 2073; 49.397
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3182; 32.181
C; 15625; 102400; 8; 12800
C; 15625; 102400; 4821; 21.2404
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4371; 23.4271
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 2459; 41.6429
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3585; 28.5635
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 5023; 20.3862
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 1713; 59.7782
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4840; 21.157
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3390; 30.2065
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4855; 21.0917
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4714; 21.7225
C; 15625; 102400; 8; 12800
C; 15625; 102400; 2250; 45.5111
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3475; 29.4676
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4545; 22.5303
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4404; 23.2516
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 1185; 86.4135
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4715; 21.7179
C; 15625; 102400; 8; 12800
C; 15625; 102400; 6601; 15.5128
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 5013; 20.4269
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4840; 21.157
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 3499; 29.2655
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4525; 22.6298
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 5028; 20.366
C; 15625; 102400; 2317; 44.1951
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4375; 23.4057
C; 15625; 102400; 4022; 25.46
C; 15625; 102400; 9; 11377.8
C; 15625; 102400; 4458; 22.9699
P; 15625; 102400; 53; 0.53
